metric,section,model_value,original_value,mean_diff,std_diff,p_value,n,auroc,accuracy,detail
lexical_mattr_large,Explainable Features,,,0.12562052518870204,0.12094223445219172,4.343966684087428e-20,82,0.8553310104529617,0.8054474708171206,feature value model-original; p-value is Mann-Whitney U Test
lexical_mattr_ratio,Explainable Features,,,-0.07621288220467815,0.13709289664669438,1.9055317779492067e-06,82,0.684390243902439,0.6770428015564203,feature value model-original; p-value is Mann-Whitney U Test
lexical_mattr_small,Explainable Features,,,0.08800555181750336,0.09577729969585498,5.3228641812661816e-18,82,0.8347038327526133,0.8443579766536965,feature value model-original; p-value is Mann-Whitney U Test
lexical_mtld,Explainable Features,,,39.52089651353665,38.87355394961974,1.6681619404426065e-20,82,0.8593031358885017,0.8210116731517509,feature value model-original; p-value is Mann-Whitney U Test
lexical_total_words,Explainable Features,,,-4.644462304277678,31.559179527200012,0.7212215961112936,1731,0.4965917152324422,0.5542201584266594,feature value model-original; p-value is Mann-Whitney U Test
lexical_ttr,Explainable Features,,,0.06722286741075811,0.1593416275716165,1.1065103879785547e-44,1731,0.6243928903895141,0.6326140398798142,feature value model-original; p-value is Mann-Whitney U Test
lexical_unique_words,Explainable Features,,,-1.1829225072811251,20.32420616386434,0.012604769328734618,1731,0.4761747829132282,0.5400163889647637,feature value model-original; p-value is Mann-Whitney U Test
temporal_articulation_rate_wpm,Explainable Features,,,5.811490343787909,81.97210980286528,0.0012801363578027328,1549,0.5319120527584342,0.5856934306569344,feature value model-original; p-value is Mann-Whitney U Test
temporal_articulation_rate_wps,Explainable Features,,,0.09685817239646566,1.3662018300477548,0.0012823860854815686,1549,0.5319153219423495,0.5856934306569344,feature value model-original; p-value is Mann-Whitney U Test
temporal_pause_count,Explainable Features,,,-0.7686174862109265,4.862991174708736,0.5213168534760348,1549,0.506185295967823,0.5751824817518248,feature value model-original; p-value is Mann-Whitney U Test
temporal_pause_mean_duration_s,Explainable Features,,,-0.08546103730309779,0.41184267310820427,2.2492125806532933e-12,1549,0.5685430864675057,0.6233576642335766,feature value model-original; p-value is Mann-Whitney U Test
temporal_pause_ratio,Explainable Features,,,-0.024827887750621308,0.1709366733579096,0.0002166620165610139,1549,0.5361279235107319,0.5778102189781021,feature value model-original; p-value is Mann-Whitney U Test
temporal_pause_total_duration_s,Explainable Features,,,-0.7838456907338253,2.83425833638473,2.6369525201971714e-05,1549,0.5410437437455349,0.6023357664233576,feature value model-original; p-value is Mann-Whitney U Test
temporal_speech_active_time_s,Explainable Features,,,-1.4693263538120744,7.588613274800433,4.410562434388459e-05,1549,0.5405155124497406,0.5848175182481752,feature value model-original; p-value is Mann-Whitney U Test
temporal_speech_rate_wpm,Explainable Features,,,10.602810357664254,79.6199133004012,3.357346455790567e-16,1549,0.5808685980775823,0.6268613138686131,feature value model-original; p-value is Mann-Whitney U Test
temporal_speech_rate_wps,Explainable Features,,,0.17671350596107116,1.3269985550066865,3.3971734690639165e-16,1549,0.5808704907630069,0.6268613138686131,feature value model-original; p-value is Mann-Whitney U Test
temporal_total_duration_s,Explainable Features,,,-2.2531720445459014,10.139386757781402,1.6222664509681834e-06,1549,0.547545634366212,0.5932846715328467,feature value model-original; p-value is Mann-Whitney U Test
total_duration_s,Explainable Features,,,-0.13244526304091941,37.59027799660128,3.806372637494926e-36,1731,,,feature value model-original; p-value is Mann-Whitney U Test
voiced_duration_s,Explainable Features,,,-0.9132948571049435,6.052539990317492,0.6218991631648164,1731,,,feature value model-original; p-value is Mann-Whitney U Test
voiced_ratio,Explainable Features,,,0.18289611462166583,0.23534555261468967,4.1680866692674224e-196,1731,,,feature value model-original; p-value is Mann-Whitney U Test
