metric,section,model_value,original_value,mean_diff,std_diff,p_value,n,auroc,accuracy,detail
Question dialect: Other (%),Language and Dialect ID,,,0.0,,,988,,,percentage of dialect_id.csv rows where dialect=Other; numerator=0; denominator=988
Question dialect: Romance (%),Language and Dialect ID,,,9.412955465587045,,,988,,,percentage of dialect_id.csv rows where dialect=Romance; numerator=93; denominator=988
Question dialect: Scottish (%),Language and Dialect ID,,,0.10121457489878542,,,988,,,percentage of dialect_id.csv rows where dialect=Scottish; numerator=1; denominator=988
Question dialect: Semitic (%),Language and Dialect ID,,,0.10121457489878542,,,988,,,percentage of dialect_id.csv rows where dialect=Semitic; numerator=1; denominator=988
Question dialect: Slavic (%),Language and Dialect ID,,,0.30364372469635625,,,988,,,percentage of dialect_id.csv rows where dialect=Slavic; numerator=3; denominator=988
Question dialect: South African (%),Language and Dialect ID,,,0.0,,,988,,,percentage of dialect_id.csv rows where dialect=South African; numerator=0; denominator=988
Question dialect: Southeast Asia (%),Language and Dialect ID,,,0.5060728744939271,,,988,,,percentage of dialect_id.csv rows where dialect=Southeast Asia; numerator=5; denominator=988
Question dialect: South Asia (%),Language and Dialect ID,,,0.10121457489878542,,,988,,,percentage of dialect_id.csv rows where dialect=South Asia; numerator=1; denominator=988
Question dialect: Welsh (%),Language and Dialect ID,,,0.0,,,988,,,percentage of dialect_id.csv rows where dialect=Welsh; numerator=0; denominator=988
Answer dialect: East Asia (%),Language and Dialect ID,,,0.4140786749482402,,,966,,,percentage of dialect_id.csv rows where answer_dialect=East Asia; numerator=4; denominator=966
Answer dialect: English (%),Language and Dialect ID,,,0.0,,,966,,,percentage of dialect_id.csv rows where answer_dialect=English; numerator=0; denominator=966
Answer dialect: Germanic (%),Language and Dialect ID,,,0.0,,,966,,,percentage of dialect_id.csv rows where answer_dialect=Germanic; numerator=0; denominator=966
Answer dialect: Irish (%),Language and Dialect ID,,,0.10351966873706005,,,966,,,percentage of dialect_id.csv rows where answer_dialect=Irish; numerator=1; denominator=966
Answer dialect: North America (%),Language and Dialect ID,,,95.54865424430642,,,966,,,percentage of dialect_id.csv rows where answer_dialect=North America; numerator=923; denominator=966
Answer dialect: Northern Irish (%),Language and Dialect ID,,,0.0,,,966,,,percentage of dialect_id.csv rows where answer_dialect=Northern Irish; numerator=0; denominator=966
Answer dialect: Oceania (%),Language and Dialect ID,,,0.0,,,966,,,percentage of dialect_id.csv rows where answer_dialect=Oceania; numerator=0; denominator=966
Answer dialect: Other (%),Language and Dialect ID,,,0.3105590062111801,,,966,,,percentage of dialect_id.csv rows where answer_dialect=Other; numerator=3; denominator=966
Answer dialect: Romance (%),Language and Dialect ID,,,0.4140786749482402,,,966,,,percentage of dialect_id.csv rows where answer_dialect=Romance; numerator=4; denominator=966
Answer dialect: Scottish (%),Language and Dialect ID,,,0.0,,,966,,,percentage of dialect_id.csv rows where answer_dialect=Scottish; numerator=0; denominator=966
Answer dialect: Semitic (%),Language and Dialect ID,,,0.0,,,966,,,percentage of dialect_id.csv rows where answer_dialect=Semitic; numerator=0; denominator=966
Answer dialect: Slavic (%),Language and Dialect ID,,,0.0,,,966,,,percentage of dialect_id.csv rows where answer_dialect=Slavic; numerator=0; denominator=966
Answer dialect: South African (%),Language and Dialect ID,,,0.0,,,966,,,percentage of dialect_id.csv rows where answer_dialect=South African; numerator=0; denominator=966
Answer dialect: Southeast Asia (%),Language and Dialect ID,,,3.209109730848861,,,966,,,percentage of dialect_id.csv rows where answer_dialect=Southeast Asia; numerator=31; denominator=966
Answer dialect: South Asia (%),Language and Dialect ID,,,0.0,,,966,,,percentage of dialect_id.csv rows where answer_dialect=South Asia; numerator=0; denominator=966
Answer dialect: Welsh (%),Language and Dialect ID,,,0.0,,,966,,,percentage of dialect_id.csv rows where answer_dialect=Welsh; numerator=0; denominator=966
Dialectal entrainment,Language and Dialect ID,,,0.5312978067906888,,,948,,,computed from dialect_logits.csv question_log_logits and answer_log_logits
Dialectal variance,Language and Dialect ID,,,123.77531729034104,,,948,,,computed from dialect_logits.csv question_log_logits and answer_log_logits
Emotional naturalness,Emotional Naturalness,,,-0.35011979306750385,2.6176384407239675,0.27069974539933617,776,,,normalized naturalness_logit model-original
Emotional naturalness by relationship: collaborative_storytelling,Emotional Naturalness,,,-4.226660013198853,,,4,,,relationship_type=collaborative_storytelling; original_mean=4.6170; model_mean=0.3904; original_n=4.0000; model_n=4.0000
Emotional naturalness by relationship: grounded_gesture,Emotional Naturalness,,,0.1456719977515082,,,7,,,relationship_type=grounded_gesture; original_mean=7.3726; model_mean=7.5183; original_n=7.0000; model_n=7.0000
Emotional naturalness by relationship: ipc_conversation,Emotional Naturalness,,,0.007693878809610588,,,15,,,relationship_type=ipc_conversation; original_mean=7.6983; model_mean=7.7060; original_n=15.0000; model_n=15.0000
Emotional naturalness by relationship: stranger,Emotional Naturalness,,,-0.34395086562184574,,,750,,,relationship_type=stranger; original_mean=10.0313; model_mean=9.6873; original_n=751.0000; model_n=750.0000
Q0 stance description,STANCE Descriptions,81.9672131147541,18.0327868852459,,,,61,,,"Based on the audio, does the TARGET speaker sound warm and affiliative, or cold and detached?"
Q1 stance description,STANCE Descriptions,45.744680851063826,54.255319148936174,,,,94,,,"Based on the audio, does the TARGET speaker sound compassionate and supportive, or callous and unsympathetic?"
Q2 stance description,STANCE Descriptions,29.78723404255319,70.2127659574468,,,,47,,,"Based on the audio, does the TARGET speaker sound polite and respectful, or rude and disrespectful?"
Q3 stance description,STANCE Descriptions,21.0,79.0,,,,100,,,"Based on the audio, does the TARGET speaker sound assertive and self-confident, or hesitant and inhibited?"
Q4 stance description,STANCE Descriptions,57.142857142857146,42.857142857142854,,,,84,,,"Based on the audio, does the TARGET speaker sound straightforward and sincere, or sly and manipulative?"
Q5 stance description,STANCE Descriptions,100.0,0.0,,,,23,,,"Based on the audio, does the TARGET speaker sound attentive and focused, or confused and distracted?"
Q6 stance description,STANCE Descriptions,21.666666666666668,78.33333333333333,,,,60,,,"Based on the audio, does the TARGET speaker sound organized and goal-driven, or disorganized and unmotivated?"
Q7 stance description,STANCE Descriptions,68.1159420289855,31.884057971014492,,,,69,,,"Based on the audio, does the TARGET speaker sound socially engaged and expressive with the other speaker, or withdrawn and disengaged?"
Q8 stance description,STANCE Descriptions,50.0,50.0,,,,60,,,"Based on the audio, does the TARGET speaker accommodate and yield to the other speaker’s preferences, or do they try to control and dominate?"
Q9 stance description,STANCE Descriptions,0.0,100.0,,,,17,,,"Based on the audio, does the TARGET speaker stay calm and avoid confrontation, or are they hostile and aggressive?"
STANCE results: original,STANCE Results,0.0,0.0,100.0,,,605,,,
STANCE results: gemini-2.5-flash-native-audio-preview,STANCE Results,2.644628099173554,1.6528925619834711,95.86776859504133,,,605,,,
f0_p10,Explainable Features,,,-0.18791968261574132,0.21981078427613712,2.3341146389098286e-125,988,0.480104310070952,0.508577194752775,feature value model-original; p-value is Mann-Whitney U Test
f0_p25,Explainable Features,,,-0.09629489495318855,0.23137780491769222,6.096215092216412e-37,988,0.6501916356438224,0.643289606458123,feature value model-original; p-value is Mann-Whitney U Test
f0_p75,Explainable Features,,,0.10337642109965905,0.3698546513293115,2.0907502199581642e-41,988,0.8562345734324979,0.8097880928355197,feature value model-original; p-value is Mann-Whitney U Test
f0_p90,Explainable Features,,,0.17813503480540893,0.48795970870083677,7.447045882968583e-59,988,0.8675871015567087,0.8133198789101918,feature value model-original; p-value is Mann-Whitney U Test
lexical_backchannel_ratio,Explainable Features,,,-0.042385470701419015,0.19100282832977214,8.081147236544366e-17,988,0.5381428245586881,0.5368314833501514,feature value model-original; p-value is Mann-Whitney U Test
lexical_content_word_count,Explainable Features,,,-0.21276240438582938,12.360058854850184,6.343105250051469e-10,988,0.4199681897050318,0.4485368314833501,feature value model-original; p-value is Mann-Whitney U Test
lexical_density,Explainable Features,,,0.0636623263472354,0.20969854789798328,2.453714342744328e-32,988,0.653393030246255,0.6246215943491423,feature value model-original; p-value is Mann-Whitney U Test
lexical_discourse_marker_ratio,Explainable Features,,,-0.08969073171524725,0.3465924973126398,1.954332980798467e-15,988,0.5656453905619955,0.5615539858728557,feature value model-original; p-value is Mann-Whitney U Test
lexical_entropy,Explainable Features,,,0.4187023694735692,1.645982754746377,8.480905145574941e-12,988,0.5885968645883397,0.5787083753784057,feature value model-original; p-value is Mann-Whitney U Test
lexical_function_word_count,Explainable Features,,,-3.379283799965785,16.950349102584017,0.3920183224926479,988,0.4889132365040445,0.5186680121089808,feature value model-original; p-value is Mann-Whitney U Test
lexical_hapax_ratio,Explainable Features,,,0.14985158377894892,0.27021205354781636,1.5243475702155765e-40,988,0.6650209964238875,0.636226034308779,feature value model-original; p-value is Mann-Whitney U Test
lexical_mattr_large,Explainable Features,,,0.1819051533690621,0.09737398120655183,3.3229955103205234e-05,7,0.9735152487961476,0.9375,feature value model-original; p-value is Mann-Whitney U Test
lexical_mattr_ratio,Explainable Features,,,-0.11582529935875163,0.1377798854874604,0.006817566583616012,7,0.8089887640449438,0.9270833333333334,feature value model-original; p-value is Mann-Whitney U Test
lexical_mattr_small,Explainable Features,,,0.11562691734019248,0.07652041463395466,5.915299513025403e-05,7,0.9582664526484752,0.9375,feature value model-original; p-value is Mann-Whitney U Test
lexical_mtld,Explainable Features,,,59.406191783377814,50.6145976860655,4.940748061272735e-05,7,0.9630818619582664,0.9375,feature value model-original; p-value is Mann-Whitney U Test
lexical_total_words,Explainable Features,,,-3.5920462043516146,28.75235477696133,0.00035316551625404614,988,0.453674985133473,0.4878910191725529,feature value model-original; p-value is Mann-Whitney U Test
lexical_ttr,Explainable Features,,,0.08931573025527928,0.1580324588427197,2.520800910705198e-40,988,0.6645556537606204,0.6453077699293642,feature value model-original; p-value is Mann-Whitney U Test
lexical_unique_words,Explainable Features,,,0.1987939784455719,18.484341124885745,2.2895552555836497e-09,988,0.5774744621575607,0.4994954591321897,feature value model-original; p-value is Mann-Whitney U Test
temporal_articulation_rate_wpm,Explainable Features,,,-21.5104818394135,77.29495747056393,7.655064585355674e-19,939,0.6169482611053398,0.6118935837245696,feature value model-original; p-value is Mann-Whitney U Test
temporal_articulation_rate_wps,Explainable Features,,,-0.35850803065689174,1.2882492911760657,7.677772983633804e-19,939,0.6169406386727385,0.6118935837245696,feature value model-original; p-value is Mann-Whitney U Test
temporal_pause_count,Explainable Features,,,-0.1216409572904209,4.543163208671541,7.44396480058538e-11,939,0.5844685313314647,0.5101721439749609,feature value model-original; p-value is Mann-Whitney U Test
temporal_pause_mean_duration_s,Explainable Features,,,0.031164758736539733,0.3633389032508661,0.0007505475903435042,939,0.5442847000354988,0.6056338028169014,feature value model-original; p-value is Mann-Whitney U Test
temporal_pause_ratio,Explainable Features,,,0.012665644554211125,0.1555831455876228,0.00022024329944588965,939,0.5485244059402705,0.6249347939488784,feature value model-original; p-value is Mann-Whitney U Test
temporal_pause_total_duration_s,Explainable Features,,,-0.33033892928778164,2.5027566461293107,6.4637835188516615e-06,939,0.4407764209847747,0.5519040166927491,feature value model-original; p-value is Mann-Whitney U Test
temporal_speech_active_time_s,Explainable Features,,,-0.4297851748041568,7.14406469416667,9.363554034481075e-06,939,0.4415326751907241,0.5273865414710485,feature value model-original; p-value is Mann-Whitney U Test
temporal_speech_rate_wpm,Explainable Features,,,-20.851763790937156,74.1745767964935,4.815058013186433e-14,939,0.5994248330142802,0.6103286384976526,feature value model-original; p-value is Mann-Whitney U Test
temporal_speech_rate_wps,Explainable Features,,,-0.34752939651561965,1.236242946608225,4.8763161022791294e-14,939,0.5994242885548084,0.6103286384976526,feature value model-original; p-value is Mann-Whitney U Test
temporal_total_duration_s,Explainable Features,,,-0.7601241040919398,9.389355125032889,9.300962608970443e-06,939,0.4415288639744234,0.5341679707876891,feature value model-original; p-value is Mann-Whitney U Test
total_duration_s,Explainable Features,,,-1.7636644278627225,10.453263236868196,0.4003987841064952,988,,,feature value model-original; p-value is Mann-Whitney U Test
voiced_duration_s,Explainable Features,,,-0.7160329999061656,5.055513448877156,0.005969269198373412,988,,,feature value model-original; p-value is Mann-Whitney U Test
voiced_ratio,Explainable Features,,,-0.004934378402878137,0.2180869699265285,7.947080489275425e-06,988,,,feature value model-original; p-value is Mann-Whitney U Test
